basketball | 3-and-D | noun | 3앤D | Thompson is the ultimate 3-and-D. | 탐슨은 최고의 3앤D야.
basketball | double team | noun | 더블팀 | Booker faces the double team. | 부커 더블팀 당한다.
basketball | double team | noun | 더블팀 | Send a double team. | 더블팀 가자.
basketball | double team | noun | 더블팀 | He beat the double team. | 더블팀 뚫었네.
basketball | double team | noun | 더블팀 | The double team came late. | 더블팀이 늦었어.
basketball | double team | noun | 더블팀 | Kobe faces the double team. | 코비에게 더블팀이 들어왔어.
basketball | double team | noun | 더블팀 | Send a double team. | 더블팀 가자.
basketball | double team | noun | 더블팀 | He beat the double team. | 더블팀을 뚫어냈어.
basketball | double team | noun | 더블팀 | The double team came late. | 더블팀이 늦었어.
basketball | double-double | noun | 더블더블 | Sabonis secures another double-double. | 사보니스가 또 더블더블을 기록했어.
basketball | double-double | noun | 더블더블 | That's his 20th double-double. | 벌써 20번째 더블더블이야.
basketball | double-double | noun | 더블더블 | He posted a double-double tonight. | 오늘 더블더블 했어.
basketball | double-double | noun | 더블더블 | Another easy double-double. | 또 가볍게 더블더블이야.
basketball | draft | noun | 드래프트 | Wemby goes first in draft. | 웸비가 드래프트 1순위로 뽑혔어.
basketball | draft | noun | 드래프트 | He declared for the draft. | 드래프트 참가를 선언했어.
basketball | draft | noun | 드래프트 | They nailed the draft. | 드래프트를 잘했어.
basketball | draft | noun | 드래프트 | Draft night was wild. | 드래프트 밤이 엄청났어.
basketball | draw | verb | 유도하다 | He drew a foul on the drive. | 돌파하면서 파울을 유도했어.
basketball | draw | verb | 유도하다 | Brunson drew contact in the paint. | 브런슨이 페인트존에서 파울을 유도했어.
basketball | draw | verb | 유도하다 | He drew the charge perfectly. | 차징을 깔끔하게 유도했어.
basketball | draw | verb | 유도하다 | Draw the foul before the shot. | 슛 전에 파울을 유도해.
basketball | Draymond Green | noun | 드레이먼드 그린 | Draymond Green made the extra pass. | 드레이먼드 그린이 추가 패스를 했어.
basketball | Draymond Green | noun | 드레이먼드 그린 | Draymond Green anchored the defense. | 드레이먼드 그린이 수비를 이끌었어.
basketball | Draymond Green | noun | 드레이먼드 그린 | Draymond Green called out the coverage. | 드레이먼드 그린이 수비를 지시했어.
basketball | Draymond Green | noun | 드레이먼드 그린 | Draymond Green pushed the ball himself. | 드레이먼드 그린이 직접 볼을 몰고 갔어.
basketball | dribble handoff | noun | 핸드오프 | Bam executes the dribble handoff. | 뱀이 핸드오프를 실행해.
basketball | dribble handoff | noun | 핸드오프 | They run a dribble handoff for Curry. | 커리를 위해 핸드오프를 써.
basketball | dribble handoff | noun | 핸드오프 | The dribble handoff created space. | 핸드오프로 공간이 났어.
basketball | dribble handoff | noun | 핸드오프 | Nice dribble handoff action. | 핸드오프 플레이 좋았어.
basketball | drive | verb | 돌파하다 | He drove right past him. | 바로 제치고 돌파했어.
basketball | drive | verb | 돌파하다 | Attack and drive. | 과감하게 돌파해.
basketball | drive | verb | 돌파하다 | He drove baseline. | 베이스라인으로 돌파했어.
basketball | drive | verb | 돌파하다 | Sheppard loves to drive. | 셰퍼드는 돌파를 좋아해.
basketball | drop coverage | noun | 드롭 수비 | Lopez plays deep drop coverage. | 로페즈 드롭 수비 선다.
basketball | drop coverage | noun | 드롭 수비 | They stay in drop coverage. | 계속 드롭 수비하네.
basketball | drop coverage | noun | 드롭 수비 | Attack the drop coverage. | 드롭 수비 공략해.
basketball | drop coverage | noun | 드롭 수비 | The drop coverage got exposed. | 드롭 수비 털렸네.
basketball | dump off | verb | 덤프패스하다 | He dumped it off under the rim. | 림 아래로 덤프패스했어.
basketball | dump off | verb | 덤프패스하다 | Luka dumped it off to the center. | 루카가 센터에게 덤프패스했어.
basketball | dump off | verb | 덤프패스하다 | He dumped it off after drawing help. | 헬프 수비 끌고 덤프패스했어.
basketball | dump off | verb | 덤프패스하다 | Dump it off to the cutter. | 컷인 선수에게 덤프패스해.
basketball | dunk | noun | 덩크 | Carter's legendary dunk. | 카터의 전설적인 덩크.
basketball | dunk | noun | 덩크 | What a dunk. | 덩크 미쳤네.
basketball | dunk | noun | 덩크 | He threw it down hard. | 강하게 꽂아버렸네.
basketball | dunk | noun | 덩크 | That's a poster dunk. | 인유어페이스 덩크다.
basketball | Dwight Howard | noun | 드와이트 하워드 | Dwight Howard controlled the paint. | 드와이트 하워드가 골밑을 장악했어.
basketball | Dwight Howard | noun | 드와이트 하워드 | Dwight Howard finished the lob. | 드와이트 하워드가 앨리웁을 마무리했어.
basketball | Dwight Howard | noun | 드와이트 하워드 | Dwight Howard swatted the shot. | 드와이트 하워드가 슛을 블록했어.
basketball | Dwight Howard | noun | 드와이트 하워드 | Dwight Howard owned the boards. | 드와이트 하워드가 리바운드를 지배했어.
basketball | Dwyane Wade | noun | 드웨인 웨이드 | Dwyane Wade sliced through the defense. | 드웨인 웨이드가 수비를 갈랐어.
basketball | Dwyane Wade | noun | 드웨인 웨이드 | Dwyane Wade got to the rim. | 드웨인 웨이드가 림까지 들어갔어.
basketball | Dwyane Wade | noun | 드웨인 웨이드 | Dwyane Wade came up with a steal. | 드웨인 웨이드가 스틸을 했어.
basketball | Dwyane Wade | noun | 드웨인 웨이드 | Dwyane Wade finished the fastbreak. | 드웨인 웨이드가 속공을 마무리했어.
basketball | ejection | noun | 퇴장 | Draymond gets an early ejection. | 드레이먼드가 일찍 퇴장당했어.
basketball | ejection | noun | 퇴장 | That's an automatic ejection. | 자동 퇴장이야.
basketball | ejection | noun | 퇴장 | The crowd hated the ejection. | 관중들이 퇴장 판정에 반발했어.
basketball | ejection | noun | 퇴장 | His ejection changed the game. | 퇴장이 경기 흐름을 바꿨어.
basketball | elbow | noun | 엘보우 | Booker shoots from the elbow. | 부커가 엘보우에서 슛을 쐈어.
basketball | elbow | noun | 엘보우 | Catch it at the elbow. | 엘보우에서 받아.
basketball | elbow | noun | 엘보우 | Jokic operates from the elbow. | 요키치가 엘보우에서 플레이해.
basketball | elbow | noun | 엘보우 | He knocked down a jumper from the elbow. | 엘보우에서 점퍼를 넣었어.
basketball | Elgin Baylor | noun | 엘진 베일러 | Elgin Baylor attacked the basket. | 엘진 베일러가 골밑을 공략했어.
basketball | Elgin Baylor | noun | 엘진 베일러 | Elgin Baylor finished in traffic. | 엘진 베일러가 밀집 수비 속에서 넣었어.
basketball | Elgin Baylor | noun | 엘진 베일러 | Elgin Baylor got off the floor quickly. | 엘진 베일러가 높이 뛰어올랐어.
basketball | Elgin Baylor | noun | 엘진 베일러 | Elgin Baylor made a tough finish. | 엘진 베일러가 어려운 슛을 넣었어.
basketball | euro | verb | 유로스텝하다 | He euroed around the rim protector. | 림 프로텍터 옆으로 유로스텝했어.
basketball | euro | verb | 유로스텝하다 | Giannis euroed through two defenders. | 야니스가 수비 둘 사이로 유로스텝했어.
basketball | euro | verb | 유로스텝하다 | He euroed into the paint for space. | 공간 만들려고 페인트존에서 유로스텝했어.
basketball | euro | verb | 유로스텝하다 | Euro when the help rotates over. | 헬프 수비 오면 유로스텝해.
basketball | euro step | noun | 유로스텝 | Ginobili masters the euro step. | 지노빌리가 유로스텝의 달인이야.
basketball | euro step | noun | 유로스텝 | Smooth euro step to the rim. | 부드러운 유로스텝으로 마무리했어.
basketball | euro step | noun | 유로스텝 | He beat the defender with a euro step. | 유로스텝으로 수비를 벗겼어.
basketball | euro step | noun | 유로스텝 | Nice euro step in traffic. | 수비 사이에서 유로스텝 좋았어.
basketball | Evan Mobley | noun | 에반 모블리 | Evan Mobley protected the rim. | 에반 모블리가 림을 지켰어.
basketball | Evan Mobley | noun | 에반 모블리 | Evan Mobley switched onto the guard. | 에반 모블리가 가드를 마크했어.
basketball | Evan Mobley | noun | 에반 모블리 | Evan Mobley cleaned up the glass. | 에반 모블리가 리바운드를 정리했어.
basketball | Evan Mobley | noun | 에반 모블리 | Evan Mobley controlled the paint. | 에반 모블리가 골밑을 장악했어.
basketball | face-up | noun | 페이스업 | Melo in the face-up game. | 멜로 페이스업 간다.
basketball | face-up | noun | 페이스업 | His face-up is smooth. | 페이스업 진짜 부드럽네.
basketball | face-up | noun | 페이스업 | He attacked from the face-up. | 페이스업으로 공략했네.
basketball | face-up | noun | 페이스업 | Great face-up move. | 페이스업 좋았다.
basketball | facilitate | verb | 어시스트하다 | He facilitated the offense. | 공격 전개하며 어시스트했어.
basketball | facilitate | verb | 어시스트하다 | Jokic facilitated all night. | 요키치가 계속 어시스트했어.
basketball | facilitate | verb | 어시스트하다 | He facilitated from the high post. | 하이포스트에서 어시스트했어.
basketball | facilitate | verb | 어시스트하다 | He facilitated for his teammates. | 팀원들에게 어시스트했어.
basketball | fadeaway | noun | 페이드어웨이 | Kobe's signature fadeaway. | 코비의 시그니처 페이드어웨이.
basketball | fadeaway | noun | 페이드어웨이 | Tough fadeaway. | 어려운 페이드어웨이다.
basketball | fadeaway | noun | 페이드어웨이 | He nailed the fadeaway. | 페이드어웨이 꽂았네.
basketball | fadeaway | noun | 페이드어웨이 | That's vintage Kobe. | 코비 냄새 나네.
basketball | fastbreak | noun | 속공 | Fox leads the fastbreak. | 폭스가 속공 전개한다.
basketball | fastbreak | noun | 속공 | Push the fastbreak. | 속공 달려.
basketball | fastbreak | noun | 속공 | Easy points off the fastbreak. | 속공으로 쉽게 득점했네.
basketball | fastbreak | noun | 속공 | They killed us in fastbreaks. | 속공에 완전 털렸네.
basketball | fastbreak | noun | 속공 | Showtime Lakers on the fastbreak. | 쇼타임 레이커스의 속공.
basketball | fastbreak | noun | 속공 | Easy points on the fastbreak. | 속공으로 쉽게 득점했어.
basketball | fastbreak | noun | 속공 | They push every fastbreak. | 속공 기회마다 달려.
basketball | fastbreak | noun | 속공 | Great finish on the fastbreak. | 속공 마무리가 좋았어.
basketball | fastbreak lane | noun | 속공 라인 | James fills the fastbreak lane. | 제임스 속공 라인 탄다.
basketball | fastbreak lane | noun | 속공 라인 | Run the fastbreak lane. | 속공 라인 타.
basketball | fastbreak lane | noun | 속공 라인 | He sprinted into the fastbreak lane. | 속공 라인으로 뛰어들었네.
basketball | fastbreak lane | noun | 속공 라인 | Great lane fill in transition. | 속공 라인 잘 탔네.
basketball | fastbreak points | noun | 속공 득점 | Lakers lead in fastbreak points. | 레이커스가 속공 득점 1위야.
basketball | fastbreak points | noun | 속공 득점 | They scored easy fastbreak points. | 속공으로 쉽게 득점했어.
basketball | fastbreak points | noun | 속공 득점 | Fastbreak points made the difference. | 속공 득점이 승부를 갈랐어.
basketball | fastbreak points | noun | 속공 득점 | The team thrives on fastbreak points. | 속공 득점이 강점이야.
basketball | feed | verb | 패스하다 | He fed the post from the wing. | 윙에서 포스트로 패스했어.
basketball | feed | verb | 패스하다 | The guard fed the rolling big. | 가드가 롤하는 빅맨에게 패스했어.
basketball | feed | verb | 패스하다 | He fed Jokic deep in the paint. | 요키치에게 깊게 패스했어.
basketball | feed | verb | 패스하다 | Feed the big when he seals. | 빅맨이 자리잡으면 패스해.
basketball | finals | noun | 파이널 | Jordan undefeated in the finals. | 조던은 파이널 무패야.
basketball | finals | noun | 파이널 | The finals start next week. | 파이널이 다음 주에 시작돼.
basketball | finals | noun | 파이널 | He shines in the finals. | 파이널에서 강해.
basketball | finals | noun | 파이널 | Finals basketball hits different. | 파이널 농구는 느낌이 달라.
basketball | fine | noun | 벌금 | Cuban receives a hefty fine. | 큐반이 큰 벌금을 받았어.
basketball | fine | noun | 벌금 | The league issued a fine. | 리그가 벌금을 부과했어.
basketball | fine | noun | 벌금 | He got fined for his comments. | 발언 때문에 벌금을 받았어.
basketball | fine | noun | 벌금 | The fine won't stop him. | 벌금 정도론 못 막아.
basketball | finger roll | noun | 핑거롤 | Gervin's smooth finger roll. | 거빈 핑거롤 예술이다.
basketball | finger roll | noun | 핑거롤 | Nice finger roll finish. | 핑거롤 마무리 좋네.
basketball | finger roll | noun | 핑거롤 | He went with a finger roll. | 핑거롤로 마무리했네.
basketball | finger roll | noun | 핑거롤 | That finger roll had touch. | 핑거롤 감각 좋았다.
basketball | finger roll | noun | 핑거롤 | Gervin's beautiful finger roll. | 거빈의 아름다운 핑거롤.
basketball | finger roll | noun | 핑거롤 | Smooth finger roll at the rim. | 림 근처 핑거롤 좋았어.
basketball | finger roll | noun | 핑거롤 | He finished with a finger roll. | 핑거롤로 마무리했어.
basketball | finger roll | noun | 핑거롤 | Classic finger roll there. | 전형적인 핑거롤이야.
basketball | finish | verb | 마무리하다 | He finished at the rim. | 림 근처에서 마무리했어.
basketball | finish | verb | 마무리하다 | Giannis finished through contact. | 야니스가 컨택 속에서 마무리했어.
basketball | finish | verb | 마무리하다 | He finished the fastbreak. | 속공을 마무리했어.
basketball | finish | verb | 마무리하다 | He finished with his left hand. | 왼손으로 마무리했어.
basketball | finish | verb | 마무리하다 | He finished through contact at the rim. | 림 근처에서 컨택을 이겨내고 마무리했어.
basketball | finish | verb | 마무리하다 | He finished the fastbreak with a layup. | 속공을 레이업으로 마무리했어.
basketball | finish | verb | 마무리하다 | He finished over the help defender. | 헬프 수비 위로 마무리했어.
basketball | finish | verb | 마무리하다 | Finish strong around the basket. | 골밑에서 강하게 마무리해.
basketball | flagrant foul | noun | 플래그런트 파울 | Draymond gets a flagrant foul. | 드레이먼드가 플래그런트 파울을 받았어.
basketball | flagrant foul | noun | 플래그런트 파울 | The refs upgraded it to a flagrant foul. | 심판이 플래그런트 파울로 올렸어.
basketball | flagrant foul | noun | 플래그런트 파울 | That's clearly a flagrant foul. | 명백한 플래그런트 파울이야.
basketball | flagrant foul | noun | 플래그런트 파울 | A flagrant foul changed the game. | 플래그런트 파울이 흐름을 바꿨어.
basketball | flare | noun | 플레어 스크린 | Ray Allen uses a flare. | 레이 앨런이 플레어 스크린을 활용했어.
basketball | flare | noun | 플레어 스크린 | They ran a flare for the shooter. | 슈터를 위해 플레어를 썼어.
basketball | flare | noun | 플레어 스크린 | Nice flare action there. | 플레어 플레이 좋았어.
basketball | flare | noun | 플레어 스크린 | The flare freed him for three. | 플레어로 3점 찬스를 만들었어.
basketball | flare | verb | 플레어컷하다 | He flared to the corner. | 코너로 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | Klay flared out for three. | 클레이가 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | He flared to the wing. | 윙으로 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | He flared after the handoff. | 핸드오프 후 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | He flared to the corner for three. | 3점 위해 코너로 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | Klay flared to create shooting space. | 클레이가 슈팅 공간 만들려고 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | He flared out to the weak side. | 약한 쪽으로 플레어컷했어.
basketball | flare | verb | 플레어컷하다 | Flare when the defense packs the paint. | 수비가 페인트존을 막으면 플레어컷해.
basketball | floater | noun | 플로터 | Tony Parker's signature floater. | 토니 파커의 시그니처 플로터.
basketball | floater | noun | 플로터 | Nice floater. | 플로터 좋았다.
basketball | floater | noun | 플로터 | He dropped in a floater. | 플로터 넣었네.
basketball | floater | noun | 플로터 | That floater had touch. | 플로터 감각 좋았다.
basketball | floor general | noun | 코트 사령관 | CP3 is a floor general. | CP3는 코트 사령관이야.
basketball | floor general | noun | 코트 사령관 | He's the floor general out there. | 코트 사령관 역할을 해.
basketball | floor general | noun | 코트 사령관 | The floor general controls the game. | 코트 사령관이 경기를 조율해.
basketball | floor general | noun | 코트 사령관 | Every young team needs a floor general. | 어린 팀엔 코트 사령관이 필요해.
basketball | flop | noun | 플랍 | Smart gets warned for a flop. | 스마트가 플랍 경고를 받았어.
basketball | flop | noun | 플랍 | That's an obvious flop. | 누가 봐도 플랍이야.
basketball | flop | noun | 플랍 | The refs didn't buy the flop. | 심판이 플랍에 안 속았어.
basketball | flop | noun | 플랍 | He sold the flop hard. | 플랍을 과하게 했어.
basketball | flopping | noun | 플라핑 | NBA penalizes flopping now. | NBA는 이제 플라핑을 제재해.
basketball | flopping | noun | 플라핑 | Flopping is under more scrutiny. | 플라핑을 더 엄격하게 봐.
basketball | flopping | noun | 플라핑 | Fans are tired of flopping. | 팬들이 플라핑을 싫어해.
basketball | flopping | noun | 플라핑 | The league wants less flopping. | 리그는 플라핑을 줄이려 해.
basketball | forced shot | noun | 터프샷 | Kobe takes a forced shot. | 코비가 터프샷을 던진다.
basketball | forced shot | noun | 터프샷 | That's a tough forced shot. | 너무 어려운 터프샷인데.
basketball | forced shot | noun | 터프샷 | He settled for a forced shot. | 무리하게 터프샷 갔네.
basketball | forced shot | noun | 터프샷 | Bad possession, forced shot. | 공격 망하고 터프샷만 나왔네.
basketball | foul | noun | 파울 | Smart draws an offensive foul. | 스마트가 공격자 파울을 얻어냈어.
basketball | foul | noun | 파울 | That's his fifth foul. | 벌써 파울 5개야.
basketball | foul | noun | 파울 | Tough foul to take there. | 거기선 아쉬운 파울이야.
basketball | foul | noun | 파울 | They can't afford another foul. | 더는 파울하면 안 돼.
basketball | foul | verb | 파울하다 | He fouled the shooter on the closeout. | 클로즈아웃하다가 파울했어.
basketball | foul | verb | 파울하다 | Don't foul him on the drive. | 돌파 수비하다가 파울하지 마.
basketball | foul | verb | 파울하다 | He fouled under the basket. | 골밑에서 파울했어.
basketball | foul | verb | 파울하다 | They fouled to stop the clock. | 시간 멈추려고 파울했어.
basketball | foul out | noun | 파울아웃 | Sabonis gets a foul out. | 사보니스가 파울아웃 당했네.
basketball | foul out | noun | 파울아웃 | He's one foul from a foul out. | 파울 하나면 파울아웃이야.
basketball | foul out | noun | 파울아웃 | We can't afford a foul out here. | 여기서 파울아웃 나오면 안 돼.
basketball | foul out | noun | 파울아웃 | Their center picked up a foul out. | 상대 센터가 파울아웃됐네.
basketball | franchise player | noun | 프랜차이즈 선수 | Dirk is a franchise player. | 덕 노비츠키는 프랜차이즈 선수야.
basketball | franchise player | noun | 프랜차이즈 선수 | He's the franchise player. | 팀의 프랜차이즈 선수야.
basketball | franchise player | noun | 프랜차이즈 선수 | They built around their franchise player. | 프랜차이즈 선수를 중심으로 팀을 만들었어.
basketball | franchise player | noun | 프랜차이즈 선수 | Every team wants a franchise player. | 모든 팀이 프랜차이즈 선수를 원해.
basketball | Franz Wagner | noun | 프란츠 바그너 | Franz Wagner got to the rim. | 프란츠 바그너가 림까지 들어갔어.
basketball | Franz Wagner | noun | 프란츠 바그너 | Franz Wagner finished through contact. | 프란츠 바그너가 몸싸움을 이겨내고 넣었어.
basketball | Franz Wagner | noun | 프란츠 바그너 | Franz Wagner attacked the mismatch. | 프란츠 바그너가 미스매치를 공략했어.
basketball | Franz Wagner | noun | 프란츠 바그너 | Franz Wagner carried the offense. | 프란츠 바그너가 공격을 이끌었어.
basketball | free agency | noun | 자유계약 | LeBron's decision in free agency. | 르브론의 FA 결정.
basketball | free agency | noun | 자유계약 | Free agency starts tomorrow. | FA 시장이 내일 열려.
basketball | free agency | noun | 자유계약 | The biggest move came in free agency. | 가장 큰 영입이 FA에서 나왔어.
basketball | free agency | noun | 자유계약 | He hit free agency this summer. | 이번 여름 FA가 됐어.
basketball | free throw | noun | 자유투 | Harden at the free throw line. | 하든 자유투 라인에 섰다.
basketball | free throw | noun | 자유투 | Knock down your free throws. | 자유투 넣어야지.
basketball | free throw | noun | 자유투 | He missed both free throws. | 자유투 두 개 다 놓쳤네.
basketball | free throw | noun | 자유투 | Automatic from the free throw line. | 자유투는 거의 자동이네.
basketball | free throw line | noun | 자유투 라인 | Jordan dunks from free throw line. | 조던이 자유투 라인에서 덩크했어.
basketball | free throw line | noun | 자유투 라인 | Meet him at the free throw line. | 자유투 라인 근처에서 막아.
basketball | free throw line | noun | 자유투 라인 | He pulled up from the free throw line. | 자유투 라인에서 풀업을 쐈어.
basketball | free throw line | noun | 자유투 라인 | Attack from the free throw line area. | 자유투 라인 부근을 공략해.
basketball | front | verb | 프런트하다 | He fronted the post all game. | 경기 내내 포스트를 프런트했어.
basketball | front | verb | 프런트하다 | Front the big man in the paint. | 페인트존에서 빅맨을 프런트해.
basketball | front | verb | 프런트하다 | He fronted him before the entry pass. | 엔트리 패스 전에 프런트했어.
basketball | front | verb | 프런트하다 | The center fronted him down low. | 센터가 로우포스트에서 프런트했어.
basketball | frontcourt | noun | 프런트코트 | Boston's elite defensive frontcourt. | 보스턴의 뛰어난 프런트코트 수비.
basketball | frontcourt | noun | 프런트코트 | Their frontcourt is huge. | 프런트코트 사이즈가 커.
basketball | frontcourt | noun | 프런트코트 | The frontcourt controlled the boards. | 프런트코트가 리바운드를 장악했어.
basketball | frontcourt | noun | 프런트코트 | They upgraded the frontcourt. | 프런트코트를 보강했어.
basketball | game winner | noun | 위닝샷 | Jordan hits the game winner. | 조던이 위닝샷을 넣었어.
basketball | game winner | noun | 위닝샷 | That's a game winner. | 위닝샷이야.
basketball | game winner | noun | 위닝샷 | He buried the game winner. | 위닝샷을 꽂았어.
basketball | game winner | noun | 위닝샷 | The game winner stunned the crowd. | 위닝샷에 관중이 얼어붙었어.
basketball | garbage time | noun | 가비지 타임 | Tacko Fall in garbage time. | 타코 폴이 가비지 타임에 나왔어.
basketball | garbage time | noun | 가비지 타임 | It's garbage time now. | 이제 가비지 타임이야.
basketball | garbage time | noun | 가비지 타임 | Most of his points came in garbage time. | 득점 대부분이 가비지 타임이었어.
basketball | garbage time | noun | 가비지 타임 | The starters rested during garbage time. | 가비지 타임에 주전이 쉬었어.
basketball | ghost screen | noun | 고스트 스크린 | Curry uses the ghost screen. | 커리 고스트 스크린 쓴다.
basketball | ghost screen | noun | 고스트 스크린 | Nice ghost screen action. | 고스트 스크린 좋았다.
basketball | ghost screen | noun | 고스트 스크린 | They keep using ghost screens. | 고스트 스크린 계속 쓰네.
basketball | ghost screen | noun | 고스트 스크린 | The ghost screen worked. | 고스트 스크린 먹혔다.
basketball | Giannis Antetokounmpo | noun | 야니스 아데토쿤보 | Giannis Antetokounmpo went coast to coast. | 야니스 아데토쿤보가 직접 끝까지 몰고 갔어.
basketball | Giannis Antetokounmpo | noun | 야니스 아데토쿤보 | Giannis Antetokounmpo attacked the paint. | 야니스 아데토쿤보가 페인트존을 공략했어.
basketball | Giannis Antetokounmpo | noun | 야니스 아데토쿤보 | Giannis Antetokounmpo finished through contact. | 야니스 아데토쿤보가 몸싸움을 이겨내고 넣었어.
basketball | Giannis Antetokounmpo | noun | 야니스 아데토쿤보 | Giannis Antetokounmpo stuffed the shot. | 야니스 아데토쿤보가 블록했어.
basketball | Gilbert Arenas | noun | 길버트 아레나스 | Gilbert Arenas pulled up from deep. | 길버트 아레나스가 멀리서 바로 쐈어.
basketball | Gilbert Arenas | noun | 길버트 아레나스 | Gilbert Arenas got hot in a hurry. | 길버트 아레나스가 순식간에 터졌어.
basketball | Gilbert Arenas | noun | 길버트 아레나스 | Gilbert Arenas created his own shot. | 길버트 아레나스가 스스로 슛을 만들었어.
basketball | Gilbert Arenas | noun | 길버트 아레나스 | Gilbert Arenas took over the game. | 길버트 아레나스가 경기를 지배했어.
basketball | goaltending | noun | 골텐딩 | Howard called for goaltending. | 하워드에게 골텐딩이 선언됐어.
basketball | goaltending | noun | 골텐딩 | That's clearly goaltending. | 명백한 골텐딩이야.
basketball | goaltending | noun | 골텐딩 | The bucket counts because of goaltending. | 골텐딩이라 득점 인정이야.
basketball | goaltending | noun | 골텐딩 | Tough goaltending call there. | 아쉬운 골텐딩 판정이야.
basketball | Grant Hill | noun | 그랜트 힐 | Grant Hill pushed the break. | 그랜트 힐이 속공을 전개했어.
basketball | Grant Hill | noun | 그랜트 힐 | Grant Hill got to the basket. | 그랜트 힐이 골밑까지 들어갔어.
basketball | Grant Hill | noun | 그랜트 힐 | Grant Hill found the open teammate. | 그랜트 힐이 빈 팀원을 찾았어.
basketball | Grant Hill | noun | 그랜트 힐 | Grant Hill did a little of everything. | 그랜트 힐이 다 해줬어.
basketball | hack-a-shaq | noun | 고의 파울 작전 | Spurs use the Hack-a-Shaq. | 스퍼스가 고의 파울 작전 쓴다.
basketball | hack-a-shaq | noun | 고의 파울 작전 | They're going full Hack-a-Shaq. | 대놓고 고의 파울 작전이네.
basketball | hack-a-shaq | noun | 고의 파울 작전 | Hack-a-Shaq changed the game. | 고의 파울 작전이 흐름 바꿨네.
basketball | hack-a-shaq | noun | 고의 파울 작전 | Expect some Hack-a-Shaq late. | 막판에 고의 파울 작전 나오겠다.
basketball | half-court | noun | 하프코트 | Curry shoots from half-court. | 커리가 하프코트에서 쐈어.
basketball | half-court | noun | 하프코트 | He hit a half-court buzzer-beater. | 하프코트 버저비터를 넣었어.
basketball | half-court | noun | 하프코트 | Set up the half-court offense. | 하프코트 공격 세팅해.
basketball | half-court | noun | 하프코트 | They slowed it down in the half-court. | 하프코트 게임으로 갔어.
basketball | halftime | noun | 하프타임 | Adjustments made at halftime. | 하프타임에 전술 수정했어.
basketball | halftime | noun | 하프타임 | They're up ten at halftime. | 하프타임에 10점 앞서고 있어.
basketball | halftime | noun | 하프타임 | Big momentum shift before halftime. | 하프타임 전에 흐름이 바뀌었어.
basketball | halftime | noun | 하프타임 | The game was tied at halftime. | 하프타임에 동점이었어.
basketball | hand off | verb | 핸드오프하다 | He handed it off to Curry. | 커리에게 핸드오프했어.
basketball | hand off | verb | 핸드오프하다 | Bam handed it off at the elbow. | 뱀이 엘보에서 핸드오프했어.
basketball | hand off | verb | 핸드오프하다 | He handed it off and screened. | 핸드오프하고 스크린했어.
basketball | hand off | verb | 핸드오프하다 | Hand it off and roll. | 핸드오프하고 롤해.
basketball | hard foul | noun | 하드 파울 | Green gives a hard foul. | 그린 하드 파울 나왔다.
basketball | hard foul | noun | 하드 파울 | That's a hard foul. | 하드 파울이네.
basketball | hard foul | noun | 하드 파울 | He took a hard foul. | 세게 맞았네.
basketball | hard foul | noun | 하드 파울 | No easy buckets, hard foul. | 쉽게 주지 마.
basketball | hard hedge | noun | 하드 헷지 | Davis plays a hard hedge. | 데이비스가 하드 헷지 들어간다.
basketball | hard hedge | noun | 하드 헷지 | They switched to a hard hedge. | 하드 헷지로 바꿨네.
basketball | hard hedge | noun | 하드 헷지 | The hard hedge worked perfectly. | 하드 헷지 잘 먹혔다.
basketball | hard hedge | noun | 하드 헷지 | Beat the hard hedge with a pass. | 패스로 하드 헷지 풀어.
basketball | heat check | noun | 히트체크 | Klay pulls a heat check. | 클레이 히트체크 간다.
basketball | heat check | noun | 히트체크 | That's a classic heat check. | 전형적인 히트체크네.
basketball | heat check | noun | 히트체크 | He loves the heat check. | 히트체크 좋아하네.
basketball | heat check | noun | 히트체크 | Another heat check three. | 또 히트체크 3점이다.
basketball | heat check | noun | 슛감 테스트 | Klay takes a heat check. | 클레이가 슛감 테스트 들어갔어.
basketball | heat check | noun | 슛감 테스트 | That's a heat check three. | 슛감 테스트 3점이야.
basketball | heat check | noun | 슛감 테스트 | He never passes on a heat check. | 슛감 좋으면 바로 던져.
basketball | heat check | noun | 슛감 테스트 | The heat check didn't fall. | 슛감 테스트는 실패했어.
basketball | hedge | verb | 헤지하다 | He hedged the screen. | 스크린에 헤지했어.
basketball | hedge | verb | 헤지하다 | The big hedged high. | 빅맨이 높게 헤지했어.
basketball | hedge | verb | 헤지하다 | He hedged and recovered. | 헤지 후 복귀했어.
basketball | hedge | verb | 헤지하다 | Keep hedging on him. | 계속 헤지해.
basketball | hedge out | verb | 헤지하다 | He hedged out against the guard. | 가드 상대로 헤지했어.
basketball | hedge out | verb | 헤지하다 | The center hedged out high. | 센터가 높게 헤지했어.
basketball | hedge out | verb | 헤지하다 | He hedged out before recovering. | 복귀 전에 헤지했어.
basketball | hedge out | verb | 헤지하다 | Hedge out against quick guards. | 빠른 가드 상대로 헤지해.
basketball | help defense | noun | 헬프 수비 | Giannis provides elite help defense. | 야니스의 헬프 수비는 최고야.
